circle_5_10,0,1,2,3,4,5
7017100701111-04+02,-6.679,0.0,0.0,0.0,0.0,0.0
1111600010100+03+01,-22.592,0.0,0.0,0.0,0.0,0.0
1111600010100+02+01,-8.019,0.0,0.0,0.0,0.0,0.0
1111777001010+01+02,-3.0,0.0,0.0,0.0,0.0,0.0
1111006111010+00-02,2.515,0.0,0.0,0.0,0.0,0.0
1111000610102+00-01,-21.316,-13.326,-13.129,0.0,0.0,0.0
1111000617107+00-01,2.737,0.0,0.0,0.0,0.0,0.0
1111000617107+00-02,2.804,0.0,0.0,0.0,0.0,0.0
1111000061717+00-02,2.834,0.0,0.0,0.0,0.0,0.0
1111100000177+01-01,-4.354,0.0,0.0,0.0,0.0,-13.346
1111100070100+03-01,-3.129,-7.811,-7.841,-5.368,-5.38,0.0
1111100070100+04+00,-1.866,-2.296,-1.824,0.0,0.0,0.0
1111106000100+03-01,-3.729,-4.982,-4.991,0.0,0.0,0.0
1177110101000+01+02,-22.803,-0.551,0.0,0.0,0.0,0.0
1177110101000+00+00,-0.05,0.0,0.0,0.0,0.0,0.0
1111103000102+04-01,-6.803,-5.182,-5.194,-58.019,-10.201,-7.061
1111110601012+03+00,-22.473,-22.187,-22.784,-28.7,-30.735,-37.292
1106110101220+02+00,-7.925,-7.957,-7.987,-8.019,0.0,0.0
0120117121771-03+03,-3.05,-3.0,0.0,0.0,0.0,0.0
1100113121206+03+01,-5.896,-5.907,-7.599,-7.627,-22.511,0.0
1100113121707+03+01,-5.93,-5.94,-5.919,-7.068,-7.004,0.0
1111023012102+02-03,-8.328,-6.145,-8.76,-10.288,-7.931,0.0
1111023012102+01-03,-8.357,-8.177,-11.515,-7.499,-7.526,-10.299
1111023012102+00-03,-14.382,-8.202,-0.848,-7.761,-4.999,-10.35
0122116121001-02+04,-7.516,-7.542,-7.13,-7.157,-35.056,0.0
2612100201111-02+03,-7.346,-7.66,-7.69,-7.722,-30.416,0.0
2612100201111-02+02,-7.425,-7.957,-7.988,0.0,0.0,0.0
0121700001111-03-02,-6.659,-6.769,-6.793,-6.749,-5.122,0.0
0121030001111+00+02,-7.111,-7.142,-21.577,0.0,0.0,-7.315
2210300011111+00+01,-21.794,0.0,0.0,0.0,0.0,0.0
2210600011111+00+01,-15.575,0.0,0.0,0.0,0.0,0.0
0121777001111+00+02,-3.0,0.0,0.0,0.0,0.0,0.0
3010100020100-02+00,-3.053,0.126,0.0,0.0,0.0,0.0
3010130020100-02-01,-3.075,-3.041,-3.027,0.0,0.0,0.0
3010130020100-01-01,-3.067,-3.052,0.0,0.0,0.0,0.0
0101300201010-01-02,-3.06,0.0,0.0,0.0,0.0,0.0
6010130020100-01-01,0.0,0.0,-3.088,0.0,0.0,0.0
0101300201010-02-02,-3.123,0.0,0.0,0.0,0.0,0.0
6010130020100-02-01,0.0,0.0,0.0,-3.151,0.0,0.0
6010160020100-01-01,-3.137,-3.123,0.0,0.0,0.0,0.0
6010160020100-02-01,-3.107,-3.092,0.0,0.0,0.0,0.0
7010160020100-01-01,-3.074,-3.057,-3.038,0.0,0.0,0.0
7101600201010-01-02,-3.069,0.0,0.0,0.0,0.0,0.0
0710177027100+00+00,-3.0,-3.05,0.0,0.0,0.0,0.0
0101200111013-02-04,-6.641,-4.483,-5.947,0.0,0.0,0.0
0210020012177-02-02,-7.781,-7.811,-7.841,0.0,0.0,0.0
1001010110310+03-03,-27.683,-27.671,-27.662,0.895,0.0,0.0
1111000111013+04-03,-0.702,-6.19,-5.46,-5.472,-9.923,0.0
1111000111016+04-03,-4.035,-16.476,-5.562,-5.577,-21.256,0.0
1111000111016+02-04,1.191,0.0,0.0,0.0,0.0,0.0
1111000111717+00-03,3.532,0.0,0.0,0.0,0.0,0.0
1111000010177+00-01,3.57,0.0,0.0,0.0,0.0,0.0
1111030010177+00-01,3.649,0.0,0.0,0.0,0.0,0.0
1111030010177+01-01,3.722,0.0,0.0,0.0,0.0,0.0
1111300111010+01-02,0.507,0.0,0.0,0.0,0.0,0.0
1111033010100+01-01,-0.247,-4.173,-2.885,0.0,0.0,0.0
1111330111010+01-02,-12.378,-0.997,-5.358,0.0,0.0,-5.568
1301010110010+00-02,-11.833,-2.959,-4.009,-4.158,-14.01,-5.346
2017007711111-03-03,-3.0,0.0,0.0,0.0,0.0,0.0
1106110101707+03+01,-5.44,-5.445,-2.021,0.0,0.0,0.0
1031210112210+03-04,-7.752,-8.555,-8.351,0.0,0.0,0.0
1061210112210+02-04,-37.974,-23.459,-23.487,-45.315,-23.43,-51.036
1771217112210+02-04,-3.05,-3.05,-3.05,-3.0,0.0,0.0
0010103201111-02-01,-6.548,-6.733,-5.234,0.0,0.0,0.0
3101110321111-02+00,-6.611,-6.735,-6.283,0.0,0.0,0.0
3101110321111-02+01,-6.64,0.0,0.0,0.0,0.0,0.0
3101110321111-02+02,-13.201,-6.695,-6.718,-6.769,0.0,0.0
6101110621111-02+02,-7.27,-7.296,-7.322,-7.347,0.0,0.0
0160110101771-01+02,-7.938,-7.97,0.0,0.0,0.0,0.0
6101117741111-02+02,-3.05,0.0,0.0,0.0,0.0,0.0
1100113131220+00+02,-6.621,-7.637,-6.874,-7.286,0.0,0.0
1100113131220+01+02,-6.648,-6.898,0.0,0.0,0.0,-7.66
1111110001612+03+02,-21.419,-14.508,-14.492,-7.448,-7.474,-7.547
1111100006162+03+01,-7.349,0.0,0.0,0.0,0.0,0.0
0102110121601+00+04,-17.993,-21.468,-15.696,-14.92,-44.447,-50.902
1100110121027+02+04,-4.064,-11.799,-1.501,-1.466,-1.434,-3.908
0102117121771-01+04,-3.05,-3.0,0.0,0.0,0.0,0.0
0101110201016+02+01,3.987,4.094,2.64,-0.124,0.0,0.0
0102110101601+01+01,12.772,13.318,13.044,8.949,0.0,0.0
2010023311111-02+01,-7.195,-7.226,-7.253,-7.286,-35.535,-56.567
2010023611111-02+01,-7.768,-7.799,-7.829,-7.86,-7.89,-7.692
2010026611111-02+01,-7.97,-5.313,-5.32,-10.552,-15.865,0.0
2017077711111-02+01,-3.0,0.0,0.0,0.0,0.0,0.0
2312100201111+00-01,-2.753,-2.745,-2.725,-2.717,-26.321,0.0
2612100201111+00-01,-2.982,-2.967,-2.948,-2.931,-8.733,0.0
2712170201111+00+00,-3.0,0.0,0.0,0.0,0.0,0.0
1111003012102+01-03,-7.25,-0.704,-0.697,-7.001,-59.82,-6.722
1111000301210+00-01,-14.037,-7.419,-7.384,-25.729,-52.631,-22.328
1111030301210+00-01,-7.451,-7.69,0.0,0.0,0.0,0.0
1111030301210+00-02,-7.484,-7.722,0.0,0.0,0.0,0.0
1111030301210+01-02,-12.633,-14.111,-20.673,-15.13,-40.498,-7.752
1111030601210+01-02,-7.829,-7.862,-7.893,-7.926,-15.814,-37.486
1111060601210+01-02,-8.118,-8.086,-8.118,0.0,0.0,0.0
1111067771210+01-02,-3.05,-3.05,0.0,0.0,0.0,0.0
2010000311111-04+01,-16.563,-5.054,-8.107,-5.923,-5.694,-9.579
0002010100001+00+02,-4.947,-4.957,-5.488,-6.8,-5.318,-9.454
1111003001010+00-01,-2.977,-0.793,-3.223,-7.742,0.0,0.0
1111003001010+00-02,-2.964,-2.27,-1.402,-0.765,-0.766,-71.513
1111100303100+00-01,-2.992,-2.982,-2.967,-2.956,-17.311,0.0
1111100306100+00-01,-3.091,-3.107,-3.122,0.0,0.0,0.0
1111100606100+00-01,-3.074,-3.056,-3.038,-3.02,0.0,0.0
1111170607100+00+00,-3.0,0.0,0.0,0.0,0.0,0.0
1106110121020+03+03,-35.82,-29.666,-15.766,-15.825,-19.338,-51.954
1106110121020+03+02,-8.217,-10.573,-7.675,0.0,0.0,0.0
1177110121020+03+02,-8.241,-4.493,-7.908,-7.92,0.0,0.0
1177110121020+03+01,-8.271,-8.303,-7.938,-7.97,0.0,0.0
0102113131001+01+01,-8.774,-8.806,0.0,0.0,0.0,0.0
0161110301111+00+01,-8.118,-8.201,0.0,0.0,0.0,0.0
0161110301111+00+02,-8.232,0.0,0.0,0.0,0.0,0.0
0210000611111-03-03,-0.764,-7.66,-7.69,-7.723,-37.799,0.0
0121000061111-03-02,-0.769,-0.661,-0.986,-4.239,-5.146,-43.872
0121000771111-03-02,-0.553,-3.99,-7.92,0.0,0.0,0.0
2012100071111-03-01,-0.557,-7.427,-5.822,-5.911,0.0,0.0
6102116121001-01+00,-0.05,0.0,0.0,0.0,0.0,0.0
2612100001111-02-01,0.0,0.0,0.0,0.0,0.0,0.0
2612100001111+00+00,0.0,0.0,0.0,0.0,0.0,0.0
7161110001111+00+00,0.0,0.0,0.0,0.0,0.0,0.0
0013320011111-01-03,-78.379,-22.527,-26.635,-37.929,-37.328,-67.254
2161700111111-02-04,-5.962,-7.449,0.0,0.0,0.0,0.0
0016770011111-03-03,0.0,0.0,-6.022,0.0,0.0,0.0
2161700111111-04-04,-6.083,0.0,0.0,0.0,0.0,0.0
0017000711111-04-02,-15.158,-7.938,-7.97,-29.961,-12.341,-6.576
0101003071111-04-01,-6.67,-5.134,0.0,0.0,0.0,0.0
1111103300122+00+02,-6.812,-9.19,-8.876,-9.417,-7.409,-12.017
1111006001212+04+01,-7.146,0.0,0.0,0.0,0.0,0.0
1111100600120+04+02,-14.597,-14.551,-21.594,-35.652,-47.215,-41.272
1111107770170+04+03,-3.0,-3.05,0.0,0.0,0.0,0.0
2101003001111-04-02,-5.54,-6.621,-6.656,-7.085,-6.992,-6.765
6012100200100-01-01,-4.796,-4.886,-4.892,-4.906,-9.702,0.0
7012100200100-01-01,-5.022,0.0,0.0,0.0,0.0,0.0
7312100200177-01-01,-5.043,0.0,0.0,0.0,0.0,0.0
7131110021010-01+00,-2.854,-3.118,-5.094,-6.933,-13.731,0.0
0312100200177+00-01,-5.145,0.0,0.0,0.0,0.0,0.0
0312100200177+01-01,-5.153,0.0,0.0,0.0,0.0,0.0
0131110021010+01+00,-12.348,-5.219,-26.019,-6.928,-64.99,-7.722
0312100200100+01-01,-26.284,0.0,0.0,0.0,0.0,0.0
0161110021010+01+00,-11.446,-5.802,-11.624,-7.798,-15.551,0.0
0612100200100+01-01,-11.741,0.0,0.0,0.0,0.0,0.0
7171117021010+01+00,-3.05,0.0,0.0,0.0,0.0,0.0
1111000001213+02+01,-1.2,-5.033,0.0,0.0,0.0,0.0
1111000017107+02+01,-1.36,0.0,0.0,0.0,0.0,0.0
1111000001717+03+02,-1.349,0.0,0.0,0.0,0.0,0.0
1111100000174+04+03,-1.403,-3.169,-9.725,0.0,0.0,0.0
1111100000104+04+02,-4.343,-6.448,-6.455,0.0,0.0,0.0
1111100000104+04+03,-6.112,0.0,0.0,0.0,0.0,0.0
1111100000104+03+03,-6.148,-6.184,-6.21,0.0,0.0,0.0
1000010104004+02+02,-6.289,-23.571,0.0,0.0,0.0,0.0
0101040001412+01+02,-6.743,0.0,0.0,-18.179,0.0,0.0
0010100000140+01+03,-6.831,-6.805,0.0,0.0,0.0,0.0
0100110141301-03+01,-6.926,0.0,0.0,0.0,0.0,0.0
0100110141301-03+00,-6.952,-6.984,-7.012,-7.041,-34.955,0.0
0101110001013-02+00,-7.111,-7.139,-6.9,-5.005,0.0,0.0
0100110141601-03+00,-7.584,-7.612,-7.644,-7.673,0.0,0.0
0101110001016-02+00,0.0,0.0,0.0,-7.751,0.0,0.0
1100110101707-01+00,-7.889,-7.92,-6.24,-6.264,0.0,0.0
0010023011111-02-01,-6.422,-6.816,-6.237,-8.019,-7.516,-7.286
0310023011111-01-01,-6.533,-6.977,0.0,0.0,0.0,0.0
0310023011111-02-01,-6.562,-6.998,0.0,0.0,0.0,0.0
0310023011111-02+00,-6.581,-6.609,-6.626,0.0,0.0,0.0
1111000301010+01+00,-32.287,-6.833,-6.863,-2.937,-3.145,-15.402
1111100060100+01+01,-6.265,-5.956,-5.968,-2.541,-2.569,-2.711
1111307771010+01+00,-3.0,0.0,0.0,0.0,0.0,0.0
1000010102200+03-01,-9.462,-5.842,-5.861,-5.884,-78.791,-6.589
1001013110210+03-02,-6.402,-13.2,-7.55,-6.695,-62.882,-19.572
1071017110410+03-03,-3.05,0.0,0.0,0.0,0.0,0.0
2610100201111-04+00,-15.524,-35.943,-29.771,-15.682,-29.61,-56.009
2710170201111-04+00,-7.92,-7.86,-7.889,0.0,0.0,0.0
2101000001111-02+02,-7.225,-11.38,-5.434,-4.917,-7.142,-5.807
2010103001111-02+02,-7.362,-10.32,-6.951,0.0,0.0,0.0
0122110101061-02+04,-14.846,-22.146,-14.368,-22.005,-23.962,-38.042
0122110101771-02+04,-7.889,-7.92,-12.327,-12.443,-30.05,-7.86
1001010110417+03-01,-5.143,-5.94,0.0,0.0,0.0,0.0
1001010110417+03-02,-5.16,-5.99,0.0,0.0,0.0,0.0
1001010110417+02-02,-5.171,0.0,0.0,0.0,0.0,0.0
1001010110417+01-02,-5.184,0.0,0.0,0.0,0.0,0.0
1001010110417+01-01,-5.197,0.0,0.0,0.0,0.0,0.0
1001010110410+01-01,-5.206,0.0,0.0,0.0,0.0,0.0
1001010113410+01-01,-5.222,0.0,0.0,0.0,0.0,0.0
1001010113410+01-02,-5.231,0.0,0.0,0.0,0.0,0.0
1001010113410+02-02,-5.247,-5.253,0.0,0.0,0.0,0.0
1001010113010+02-02,-5.372,-5.379,0.0,0.0,0.0,0.0
0101060111010+01-02,-5.823,-5.833,-7.644,-7.675,-23.283,0.0
0601010110011+00-02,-5.89,-5.9,-5.93,-5.94,-6.285,0.0
0101777111010+01-02,-3.0,-3.0,0.0,0.0,0.0,0.0
7101200111010-02-04,-7.003,-2.334,-0.611,-5.664,0.0,0.0
7010020012100-01-03,-7.064,-7.088,-0.622,0.0,0.0,0.0
0010023012100-01-03,-7.172,-7.196,-7.218,-2.66,-10.45,-2.007
0101230111010-01-04,-7.281,-7.301,-12.277,-3.603,-20.039,-17.241
0301210110011-02-04,-7.428,-7.517,0.0,0.0,0.0,-14.455
0101260111010+02-03,-7.449,-6.121,-7.474,0.0,0.0,0.0
0101777111010+02-04,-3.0,0.0,0.0,0.0,0.0,0.0
1111110641012+01+04,-2.462,-7.791,-8.086,-8.118,-8.005,-7.988
1111110641012+02+04,-8.068,-2.412,-8.086,0.0,0.0,0.0
1111300012100+04+01,-7.538,-3.443,-7.91,0.0,0.0,0.0
1111030001210+02+02,-7.641,-6.817,-3.171,0.0,0.0,0.0
1111030001210+01+02,-7.674,-6.847,-34.136,-7.626,-38.172,0.0
1111060001210+01+02,-15.562,-7.908,-7.939,-7.599,-44.344,0.0
1111060001210+02+02,-7.737,-7.877,-7.908,-8.054,-37.56,0.0
1111060001210+03+02,-37.647,-44.983,-21.216,-52.19,-22.407,-36.741
1111600012130+03+01,-7.908,0.0,0.0,0.0,0.0,0.0
1111770012130+03+01,-7.97,0.0,0.0,0.0,0.0,0.0
1111777001210+03+02,-3.0,-3.05,0.0,-3.05,0.0,0.0
1111110031012+04+04,-1.975,-9.24,0.0,0.0,0.0,0.0
1111110031012+04+03,-2.026,-2.139,-6.39,-6.361,-74.702,-34.804
1107110141220+03+03,-2.148,-2.107,-2.06,-2.016,0.0,0.0
1111100000142+04+02,-1.921,-1.859,-2.667,-6.967,-27.422,0.0
1111000001412+04+01,-1.783,0.0,0.0,0.0,0.0,0.0
1111000001412+04+00,-1.794,0.0,0.0,0.0,0.0,0.0
1111100000142+04+00,-1.781,0.0,0.0,0.0,0.0,0.0
1111100000142+03-01,-1.663,0.0,0.0,0.0,0.0,0.0
1100110141223+02+00,-1.56,0.0,0.0,0.0,0.0,0.0
1100110141223+03+00,-1.553,0.0,0.0,0.0,0.0,0.0
1100110141223+03+01,-1.513,-4.23,-6.006,-6.026,-25.3,-1.587
1100110141226+03+01,-6.042,-6.066,-6.087,-6.113,0.0,0.0
1100110141020+03+03,-6.129,-6.149,0.0,0.0,0.0,0.0
1100110141320+03+03,-6.732,-6.76,-6.782,-6.81,0.0,0.0
1111100000142+04+03,-7.276,0.0,0.0,0.0,0.0,0.0
1100110141620-01+04,-7.474,0.0,0.0,0.0,0.0,0.0
1100117141777-01+03,0.0,-3.0,0.0,0.0,0.0,0.0
2312100201111-02-01,-5.355,-9.033,0.0,0.0,0.0,0.0
2312100201111-03-01,-15.254,-5.251,-5.256,-5.273,-45.364,0.0
1111000001217+00-01,-4.674,0.0,0.0,0.0,0.0,0.0
1111033001210+00-01,-4.732,-5.02,-5.197,0.0,0.0,0.0
1111033001210+00-02,-4.736,-5.024,0.0,0.0,0.0,0.0
1111066001210+01-02,-5.314,-5.321,-5.327,-5.279,-20.848,0.0
1111660012100+01-03,-10.598,-10.61,-10.622,-8.019,-29.942,-42.036
1111600111010+01-04,-5.445,-18.683,-6.75,-5.169,-25.562,-32.036
1111777014100+01-03,-3.0,-3.05,0.0,0.0,0.0,0.0
7101220111010-01+00,-1.744,-7.379,-8.304,-8.031,-2.649,-2.63
6201013110011-01+00,-0.146,-0.102,-0.186,-0.143,-0.376,-0.2
2013020011111+00+00,-0.05,0.0,0.0,0.0,0.0,0.0
1111303111010+00-04,-11.244,-6.944,-6.695,-9.696,-52.836,-32.896
1111060312102+00-03,-11.172,-11.194,-11.216,-17.574,-11.585,-5.94
1111777314102+00-03,-3.0,0.0,0.0,0.0,0.0,0.0
0010000611111-04-03,-7.985,-7.925,-7.957,-7.987,-8.019,0.0
0017007711111-02-02,-3.0,0.0,0.0,0.0,0.0,0.0
1601210110010+00-04,-28.278,-12.404,-7.606,-7.634,-30.225,-23.947
0101700111010-01-04,-5.881,-6.696,-7.724,-7.751,-5.154,-5.821
6210770010100-02-03,-5.94,0.0,0.0,0.0,0.0,0.0
0121777001010-02-01,-3.0,0.0,0.0,0.0,0.0,0.0
1111023012100+01+01,-0.2,-0.163,-12.491,0.0,0.0,0.0
1111023012130+01+01,-0.122,0.0,0.0,0.0,0.0,0.0
1111023012130+00+01,-0.085,-0.042,0.04,0.042,0.082,-0.315
1111026012130+00+01,0.14,0.189,0.0,0.0,0.0,0.0
1111026012160+00+01,0.238,0.288,0.34,0.393,0.446,0.0
1111077712160+00+00,0.0,0.0,0.0,-5.05,0.0,0.0
1111000111012+00-01,-2.036,-5.793,-21.337,-5.774,-17.802,-5.632
1001016110210+01-04,-7.423,-7.524,-7.603,0.0,0.0,0.0
1001016110210+03-04,-7.524,-7.323,-7.347,-7.372,0.0,0.0
1071017110710+03-03,-3.05,0.0,0.0,0.0,0.0,0.0
0201016110011-02-04,-8.334,-8.365,0.0,0.0,0.0,0.0
1111103770100+01+03,-7.433,-5.979,-5.99,-2.318,-7.043,-11.017
1111110371012+02+04,-7.508,0.0,0.0,0.0,0.0,0.0
1111110371012+03+04,-7.538,0.0,0.0,0.0,0.0,0.0
1111110371012+04+04,-7.569,0.0,0.0,0.0,0.0,0.0
1111110601012+04+04,-7.83,0.0,0.0,0.0,0.0,0.0
1003010102222+03-01,-7.003,-7.029,-7.063,-7.089,0.0,0.0
1003010102222+02-02,-7.605,-7.638,0.0,0.0,0.0,0.0
1006010102222+02-02,-7.668,-7.696,-7.73,-7.759,0.0,0.0
1111000601012+03-02,-7.831,-7.706,-7.957,-7.987,-8.019,0.0
1111100060102+03-01,-7.9,0.0,0.0,0.0,0.0,0.0
1111113071010+03+00,-7.891,-7.921,-6.724,0.0,0.0,0.0
1130110101020+02+00,-17.48,-14.558,-8.269,-8.303,-54.683,-9.79
3101110221010+01+00,-8.099,-8.132,-8.166,-8.196,-21.543,-25.414
1177117101320+03+00,-3.05,-3.05,-3.05,0.0,0.0,0.0
7142110101601-03+01,-8.086,0.0,0.0,0.0,0.0,0.0
7142110101601-03+02,-8.118,0.0,0.0,0.0,0.0,0.0
7142117101771-03+03,-3.05,0.0,0.0,0.0,0.0,0.0
1100110121400+03+01,-5.671,0.0,0.0,0.0,0.0,0.0
1100110121400+03+00,-5.613,0.0,0.0,0.0,0.0,0.0
1100110121400+02+00,-5.629,0.0,0.0,0.0,0.0,0.0
1100113121300+01+00,-5.806,-5.382,-5.543,-5.161,-5.111,0.0
1100113121300+01+01,-5.824,-0.248,-0.206,-0.172,-5.388,-5.162
1100113121300+01+02,-5.84,-7.451,-7.665,-7.697,-65.101,-54.215
1100113121300+01+03,-5.858,0.0,0.0,0.0,0.0,0.0
1100113121300+01+04,-5.875,0.0,0.0,0.0,0.0,-7.753
1100113121300+00+04,-5.891,0.0,0.0,0.0,0.0,0.0
1100113121300-01+04,-5.908,0.0,0.0,0.0,0.0,0.0
1100113121300-01+03,-5.923,0.0,0.0,0.0,0.0,0.0
1100113121300-01+02,-5.938,0.0,0.0,0.0,0.0,0.0
1100113121300-01+01,-5.953,0.0,0.0,0.0,0.0,0.0
1103113121300-01+01,-5.968,0.0,0.0,0.0,0.0,0.0
1103113121300-01+02,-5.983,0.0,0.0,0.0,0.0,0.0
1103113121300-01+03,-5.997,0.0,0.0,0.0,0.0,0.0
1103116121300-01+03,-6.012,-6.026,0.0,0.0,0.0,0.0
1103116121600-01+03,-6.039,-6.051,-6.065,-6.077,0.0,0.0
1111110301616+00+03,-6.138,0.0,0.0,0.0,0.0,0.0
1001213110210-01-04,-7.439,-7.552,-5.61,-5.616,-0.914,0.0
1001213110210-01-03,-7.466,-7.496,-7.524,-0.907,0.0,0.0
1001216110210+00-04,-14.713,-7.433,-7.459,-7.511,0.0,0.0
0210020010100-01-03,-8.349,-4.355,-4.367,-4.819,-14.234,-8.705
0101200111717-01-04,-4.744,-7.92,-5.286,0.0,0.0,0.0
0210020010177-01-03,-4.793,-4.805,0.0,0.0,0.0,0.0
0101203111010-02-02,-5.953,-5.346,-7.55,0.0,0.0,0.0
0210020610100-02+00,-6.014,-8.021,0.0,-8.031,0.0,0.0
0210020610100-01+01,-6.086,-6.1,0.0,0.0,0.0,0.0
0213020610100-01+01,-6.113,0.0,0.0,0.0,0.0,0.0
0213020610100-02+01,-6.126,0.0,0.0,0.0,0.0,0.0
0213020610100-02+00,-6.138,0.0,0.0,0.0,0.0,0.0
0217027710170-02+00,-3.05,0.0,0.0,0.0,0.0,0.0
1111106600120+00+03,-9.215,-10.803,-5.386,-10.817,-5.445,-5.391
1177110171000-01+04,-5.138,-7.452,-5.93,-5.94,-1.183,0.0
0712170201111+00+00,0.0,0.0,0.0,0.0,0.0,0.0
2010130261111-01+03,-5.827,-11.561,-5.919,-5.93,0.0,-5.861
2010130771111-01+03,-6.781,0.0,-5.94,0.0,0.0,0.0
2101307771111-01+02,-3.0,0.0,0.0,0.0,0.0,0.0
2010103201111+00+03,-6.157,-1.249,-7.844,0.0,0.0,0.0
2101110621111+00+03,-32.192,-33.183,-40.131,-28.414,-28.648,-53.649
0122110101061+01+03,-7.254,-7.277,-5.125,-5.092,-4.035,-7.299
1111130260120+01+03,-14.746,-12.45,-12.488,-22.059,-20.513,-12.529
1111130770120+02+03,-7.576,-7.269,0.0,0.0,0.0,0.0
1111130770120+03+03,0.0,-7.606,0.0,0.0,0.0,0.0
1111130770120+04+03,-7.636,0.0,0.0,0.0,0.0,0.0
1111770001210+03+02,-7.92,-7.734,-7.762,-6.257,0.0,0.0
2101230111111-04-04,-11.096,-6.805,-7.245,-7.039,-8.826,-9.121
2131700111111-03-04,-5.881,0.0,0.0,0.0,0.0,0.0
0013770011111-04-03,-5.94,0.0,0.0,0.0,0.0,0.0
0001210117711+01-03,-5.907,-7.92,-2.957,-2.932,-1.528,-6.008
0001210117711+01-04,-5.919,0.0,0.0,0.0,0.0,0.0
0001210117711+00-04,-5.93,-5.94,-24.598,-7.354,-25.478,-4.658
1111026712172+00+00,-0.05,0.0,0.0,0.0,0.0,0.0
2210303011111+00-02,-7.086,3.558,-8.043,0.0,0.0,0.0
2121030301111+00-02,-7.155,-7.197,0.0,0.0,0.0,0.0
2121030301111-01-02,-14.21,-20.743,-7.28,-7.314,-49.146,-41.81
2121030601111-01-02,-7.876,-7.737,-7.767,-7.8,-15.56,0.0
2121060601111-01-02,-7.909,-7.941,-15.827,-8.005,-8.068,-15.876
2121067771111-01-02,-3.05,-3.05,0.0,0.0,0.0,0.0
0221010116311+01-03,-7.596,-7.627,0.0,0.0,0.0,0.0
0201213110011-03-04,-7.665,-8.672,-7.06,-8.328,-15.554,-12.463
0201216110011-02-04,-8.647,-8.678,0.0,0.0,0.0,0.0
1103110121000+01+02,-0.42,-7.547,0.0,0.0,0.0,0.0
1103110121000+02+02,-0.419,-0.419,-7.021,0.0,0.0,0.0
0101113071010+02+01,-0.968,0.0,0.0,0.0,0.0,0.0
0101113071010+02+00,-1.031,-8.781,0.0,0.0,0.0,0.0
0101113071010+01+00,1.973,1.973,0.0,0.0,0.0,0.0
0012130003100+02-01,-3.046,0.0,0.0,0.0,0.0,0.0
0012130003100+02+00,2.103,4.603,-20.319,0.0,0.0,0.0
0121300021010+02-01,7.558,0.0,0.0,0.0,0.0,0.0
0121600021010+02-01,2.462,2.779,0.0,0.0,0.0,0.0
0012160003100+02+00,-3.498,-9.265,0.0,0.0,0.0,0.0
0012160006100+02+00,2.618,2.687,-9.252,0.0,0.0,0.0
2700710100001+01-01,2.888,0.0,0.0,0.0,0.0,0.0
2700710100001+01+00,2.954,0.0,0.0,0.0,0.0,0.0
2700710100001+01+01,3.025,0.0,0.0,0.0,0.0,0.0
2700710100001+01+02,3.098,0.0,0.0,0.0,0.0,0.0
2000010100001+00+02,3.171,-2.555,0.0,0.0,0.0,0.0
0101003001111+00+01,-11.211,-11.69,-17.092,-9.125,-6.89,-20.084
0010100601111+00+03,1.508,0.0,0.0,0.0,0.0,0.0
0010100601111+00+02,-1.854,-2.409,-2.481,-0.05,0.0,0.0
0100110171071+00+00,-0.05,0.0,-0.05,0.0,0.0,0.0
0221216110011+01-03,-7.061,-7.085,-7.13,-7.157,-35.056,-0.285
0101020111717-01-04,-7.938,-7.97,-11.593,-11.622,-9.059,-7.86
1771210112210+03-01,-3.57,-7.925,0.0,0.0,0.0,0.0
1771210112210+03+00,-3.552,0.0,0.0,0.0,0.0,0.0
1771210112210+02+00,-3.526,-3.502,-7.938,-7.97,0.0,0.0
1111000111614+04-02,-6.509,0.0,0.0,0.0,0.0,0.0
1111000012162+04-03,-6.576,-7.643,0.0,0.0,0.0,0.0
1111000071210+03-02,-6.551,-4.715,-4.722,0.0,0.0,0.0
1111303001210+02-02,-5.722,0.0,0.0,0.0,0.0,0.0
1111160300122+02-01,-5.779,-5.791,-5.801,-5.812,-17.292,0.0
1111177307122+02-01,-3.0,0.0,0.0,0.0,0.0,0.0
1001310112210-01-01,-0.745,-0.716,-0.689,-0.664,-2.081,0.0
1001610112210-01-01,-0.662,-0.628,-0.602,-0.567,0.0,0.0
1111700111012+00-01,-0.591,-0.553,-0.67,-0.635,0.0,0.0
1301710112210-01-01,-0.561,0.0,0.0,0.0,0.0,0.0
1301710112210-01+00,-0.531,0.0,0.0,0.0,0.0,0.0
1301013112210-01+00,-0.496,-0.461,-0.421,-0.386,-2.181,-0.557
1601013112210-01+00,-0.372,-0.329,-0.285,-0.096,-0.285,0.0
1601016112210-01+00,-0.24,-0.194,-0.147,-0.099,0.0,0.0
1771016112210+00+00,-0.05,0.0,0.0,0.0,0.0,0.0
0122113101001+01+04,-14.673,-12.816,-14.275,-16.406,-19.559,-14.191
2610100001111+00+03,-20.569,0.0,0.0,0.0,0.0,0.0
0101700001111+00+01,-7.841,0.0,0.0,0.0,0.0,0.0
2710170001111+00+02,-7.92,-1.605,-1.629,-6.228,-11.517,0.0
0310100201111+00+02,-7.916,-6.784,-6.816,-5.123,-5.171,0.0
0610100231111-01+03,-13.99,-14.032,-20.088,-12.005,-8.599,-40.841
0010000311111-02+01,-18.792,-41.22,-10.521,-34.565,-57.144,-80.887
0000010100001-01+00,-7.185,-7.208,-6.848,-10.253,-7.108,-12.927
