circle_5_10,0,1,2,3,4,5
0221010110011-02-04,-47.682,-48.59,-29.508,-113.706,-71.683,-29.562
0221010110011-03-04,-12.379,-29.328,-12.818,-18.419,-8.478,-11.922
0221010110011-03-03,-59.59,-46.596,-82.043,-45.577,-58.053,-33.949
2101000111111-04-03,-26.873,-29.637,-88.303,-9.794,-78.02,-47.304
2010000011111-04-03,-12.574,-9.44,-7.642,-8.794,-12.389,-12.049
0101000001111-03-02,-34.596,-36.381,-34.584,-16.051,-67.116,-68.061
2010100001111-03-01,-21.3,-67.64,-21.408,-18.031,-75.288,-24.174
2010103001111-03-01,-12.856,-23.876,-7.094,-13.278,-13.655,-7.209
0101110301111-03+00,-45.342,-59.691,-76.415,-30.779,-91.351,-60.197
0102110101031-02+00,-7.264,-7.292,-6.945,0.0,0.0,0.0
0101110601111-03+00,-43.485,-30.939,-72.351,-31.537,-45.013,-55.624
0101110601111-02+00,-23.111,-22.917,-15.677,-8.342,-8.273,-30.894
0101110601111-01+00,-30.792,-43.614,-77.908,-37.663,-64.812,-31.029
0131110601111-01+00,-15.932,-8.021,-7.876,-8.27,0.0,0.0
0131110601111-02+00,-8.118,-8.054,-7.908,-16.254,0.0,0.0
0131117771111-03+00,-3.05,-3.05,-5.97,-3.05,-3.0,-3.0
1111000111010+04-04,-22.851,-7.682,-43.786,-41.173,-22.672,-24.257
1111000010100+03-03,-54.48,-49.543,-25.17,-54.9,-49.518,-109.051
1111000001012+02-02,-6.85,-7.001,-0.604,-10.634,-10.619,-10.489
1111000010100+01-03,-13.487,-19.523,-14.786,-11.199,-22.905,-12.962
1111003010100+00-03,-7.136,-5.587,-7.955,-6.524,-6.699,-7.798
1111000301012+00-01,-33.828,-25.474,-35.457,-40.286,-55.003,-46.146
1111030301012+00-01,-7.238,10.181,0.0,0.0,0.0,0.0
1111030301012+00-02,-7.271,0.0,0.0,0.0,0.0,0.0
1111030301012+01-02,-7.302,-14.888,-7.735,-7.301,-42.413,-7.655
1303010100200+00-02,-7.409,-15.146,-7.549,-7.581,0.0,-7.441
1306010100200+00-02,-7.876,-7.909,0.0,0.0,0.0,0.0
1606010100200+00-02,-15.728,-8.005,-8.036,-8.068,0.0,0.0
1111067771012+01-02,-3.05,-3.0,0.0,0.0,0.0,0.0
0221210110011-02+00,-33.949,-15.139,-43.784,-84.239,-52.631,-30.551
2210020311111-04+00,-40.668,-41.468,-34.634,-41.408,-84.498,-35.867
2210020611111-04+00,-36.648,-38.11,-23.395,-29.395,-17.762,-57.979
2217027711111-04+00,-3.05,-3.05,-3.0,0.0,0.0,0.0
2101110021111-02+04,-19.298,-8.104,-15.438,-14.111,-13.297,-12.924
0120110121001-03+03,-41.556,-30.284,-28.281,-59.85,-101.897,-25.197
0012103201111-03+03,-34.691,-65.551,-52.284,-38.936,-85.791,-39.772
2101110321111-03+04,-53.948,-86.227,-74.165,-55.779,-99.677,-47.441
0120110121031-02+04,-34.299,-56.746,-42.574,-42.585,-40.192,-41.4
2101110621111-03+04,-71.495,-72.39,-54.647,-21.604,-71.873,-51.178
0120110121061-02+04,-26.773,-19.784,-39.719,-19.792,-33.251,-46.903
0120110121061-01+04,-7.37,-7.438,-7.466,-10.526,-10.688,0.0
0120110121061+00+04,-49.913,-21.863,-14.766,-62.278,-36.994,-23.553
0120110121061+01+04,-7.422,-5.374,-31.629,-27.128,-19.341,-2.402
0120110121771+01+03,-7.938,-7.97,-3.482,-3.423,-3.396,0.0
2101117741111+00+03,-3.05,-3.05,0.0,0.0,0.0,0.0
1111000010100+04+00,-38.259,-85.162,-36.173,-64.146,-62.649,-46.026
1111000001010+04+00,-15.749,-16.368,-13.831,-11.953,-12.043,-9.528
1111100000102+04+00,-11.153,-14.499,-11.551,-27.534,-14.026,-13.13
1111110001012+04+00,-26.934,-23.083,-31.381,-27.342,-48.925,-27.298
1111110001012+03+00,-98.703,-35.653,-35.84,-31.272,-31.146,-27.353
1100110101223+03+00,-10.505,-14.326,-7.793,-8.872,-10.757,-9.18
1111110001012+04+01,-32.755,-17.663,-56.33,-41.556,-91.695,-22.364
1111000001010+04-01,-18.616,-19.852,-12.954,-39.488,-20.742,-41.93
1111103000102+04+00,-11.557,-12.815,-7.858,-81.781,-67.873,-10.127
1111110301012+04+01,-52.432,-48.66,-85.623,-88.061,-63.569,-68.382
1103110101226+03+01,-19.834,-11.644,-19.768,-10.823,-37.529,-19.443
1111110301017+04+01,-6.194,-0.794,-0.617,-7.94,-7.95,0.0
1111110301017+04+02,-0.612,0.0,0.0,0.0,0.0,-6.224
1111110301017+03+02,-6.284,0.0,0.0,0.0,0.0,0.0
1111110301017+02+02,-6.316,0.0,0.0,0.0,0.0,0.0
1111110301010+02+03,-16.778,-14.931,-12.96,-7.789,-13.342,-22.583
1111110301010+02+04,-19.769,-19.827,-13.206,-21.674,-29.191,-18.735
1111110301010+03+04,-78.268,-67.606,-76.714,-63.263,-94.856,-63.437
1111110301010+04+04,-51.267,-14.542,-14.583,-11.623,-89.421,-13.648
1111110601010+04+03,-68.491,-24.162,-51.616,-44.968,-44.447,-44.166
1106110101020+03+04,-6.556,-11.965,-2.077,-2.146,-1.899,-6.069
1106110101020+02+04,-46.114,-22.964,-50.309,-23.305,-33.114,-34.195
0101110201010+01+04,-32.753,-46.336,-42.894,-7.156,-57.401,-32.302
0102113101001+00+04,-22.329,-22.859,-21.682,-18.347,-72.535,-47.827
0131110001111-01+04,-45.267,-37.683,-36.699,-34.221,-47.398,-35.024
2310100031111-01+03,-6.995,-7.343,-21.926,0.0,0.0,0.0
0161110001111-01+04,-58.725,-52.104,-42.77,-38.358,-63.367,-64.816
0161110071111-01+04,-7.674,-8.071,-15.227,-7.877,0.0,0.0
0161110071111-02+04,-7.705,-8.037,-8.102,-7.908,-2.024,0.0
0161110071111-03+04,-7.737,-8.068,-7.939,-2.045,0.0,0.0
0161110071111-04+04,-7.767,-2.033,0.0,0.0,0.0,0.0
0161110001111-04+02,-15.36,-18.947,-5.114,-22.501,-15.12,-50.902
0101700001111-04-01,-7.89,-5.497,-4.673,-6.998,-7.16,0.0
2710170001111-04+01,-7.97,0.0,0.0,0.0,0.0,0.0
7171117001111-03+02,-3.05,-3.05,-5.97,-5.97,-3.0,-3.0
0101000111111-03-04,-12.278,-40.428,-88.309,-43.574,-92.455,-35.786
2010000011111-03-03,-7.138,-29.907,-13.341,-27.135,-27.607,-15.91
2010000011111-04-02,-31.96,-93.479,-41.126,-33.041,-13.096,-31.172
0201010110011-03-03,-17.033,-26.501,-32.858,-33.588,-62.595,-27.595
2010000011111-03-01,-10.492,-12.163,-9.998,-5.875,-20.219,-8.923
0101000001111-02+00,-18.124,-9.03,-33.287,-19.068,-64.888,-18.662
2010100001111-01+01,-20.116,-69.093,-30.598,-54.72,-15.446,-14.449
4101110001111+00+02,-5.24,-4.973,-5.001,-28.6,-7.702,-3.984
4101110031111+00+02,-5.25,0.0,0.0,0.0,0.0,0.0
4101110031111-01+02,-5.265,0.0,0.0,0.0,0.0,0.0
4101110031111-02+02,-10.752,-5.291,-15.806,-5.643,-5.768,0.0
2010100301111-02+01,-15.967,-6.874,-6.899,-6.932,-65.367,-1.863
0142110101001-01+02,-5.7,-5.711,0.0,0.0,0.0,0.0
4101110061111-02+02,-5.827,-5.839,0.0,0.0,0.0,-5.85
4101113061111-02+02,-5.907,-5.92,-5.93,0.0,0.0,0.0
2010130601111-02+01,-5.99,0.0,0.0,0.0,0.0,0.0
2017137771111-02+01,0.0,0.0,-3.0,0.0,0.0,0.0
1001010110010+02-04,-119.385,-13.96,-107.621,-51.537,-65.207,-72.459
1001010110010+01-04,-17.424,-19.618,-24.07,-25.459,-19.15,-18.698
1001010110010+01-03,-22.03,-14.927,-10.632,-32.878,-78.636,-13.948
0101000111010+00-02,-11.232,-16.674,-47.746,-14.78,-28.221,-24.382
0010000012100+00-01,-0.513,-0.49,-5.407,-5.468,-10.836,-5.508
0010030012100+00-01,-0.45,0.0,0.0,0.0,0.0,0.0
0010030012100+00-02,-0.428,0.0,0.0,0.0,0.0,0.0
0010030012100+00-03,-0.394,-0.368,-0.876,0.0,0.0,0.0
0101300111010+00-04,-0.855,-7.155,-6.622,-6.636,0.0,0.0
0101600111010+00-04,-0.52,-0.455,-5.439,-7.932,-21.747,0.0
0010060012100+00-03,-0.519,-0.482,-0.455,0.0,0.0,0.0
0001210110011-01-04,-16.207,-14.227,-62.252,-5.905,-35.028,-14.265
0101000111111-02-04,-36.734,-28.52,-43.151,-9.676,-66.786,-41.917
7410000011111-03-03,-0.427,-6.556,0.0,0.0,0.0,0.0
7141000001111-04-02,-0.428,0.0,0.0,0.0,0.0,0.0
7014100001111-04+00,-0.456,0.0,0.0,0.0,0.0,0.0
0100110141001-03+03,-0.454,-3.0,0.0,0.0,0.0,0.0
0100110141001-03+04,-0.428,-5.281,-5.259,-5.27,0.0,0.0
0100110141001-02+04,-0.424,-6.798,0.0,0.0,0.0,0.0
0100110141001-01+04,0.0,0.0,-0.425,0.0,0.0,0.0
0100110141001+00+04,-2.238,-4.061,-5.269,0.0,0.0,0.0
0101110001111-02+03,-46.456,-28.906,-18.421,-21.028,-36.497,-24.383
0014100001111-02+02,-35.934,0.0,0.0,0.0,0.0,0.0
0014100001111-02+00,-5.009,0.0,0.0,0.0,0.0,0.0
0014100001111-01-01,-5.11,0.0,0.0,0.0,0.0,0.0
0101110001111-01+00,-39.131,-40.01,-40.775,-7.959,-39.329,-40.239
0131110001111-01+00,-24.546,-23.574,-22.72,-11.224,-23.773,-22.182
0131110001111-02+00,-24.468,-24.521,-25.388,-24.408,-12.606,-24.625
0131110001111-03+00,-67.49,-36.941,-17.647,-69.396,-64.913,-66.497
0314100001111-03-01,-26.271,0.0,0.0,0.0,0.0,0.0
0614100001111-03-01,-11.672,-5.828,0.0,0.0,0.0,0.0
0161110001111-03+00,-36.705,-50.648,-33.53,-69.491,-37.03,-35.643
7171117001111-03+00,-3.05,-3.05,-5.97,-5.97,-5.97,-3.0
0120110101001-02+04,-57.71,-62.298,-62.23,-36.163,-33.815,-34.652
0120110101001-01+04,-48.241,-21.796,-29.217,-21.997,-20.064,-24.889
0120110101001+00+04,-24.714,-24.538,-34.954,-51.689,-63.19,-30.368
0120110101001+01+04,-20.866,-20.786,-68.15,-20.669,-17.901,-15.445
0120110101001+01+03,-80.636,-35.337,-38.841,-71.355,-80.587,-34.868
0010100231111-01+03,-33.808,-30.745,-46.344,-35.435,-49.94,-22.679
2101113021111-01+04,-34.455,-33.971,-35.252,-33.017,-53.203,-80.298
0010130231111-01+03,-74.67,-73.932,-52.187,-78.212,-63.823,-60.423
0010130261111-01+03,-15.891,-13.88,-13.218,-13.263,-7.768,-17.755
0010160261111-01+03,-35.334,-35.553,-28.331,-28.27,-51.417,-44.918
0010160771111-01+03,-7.908,-7.973,-5.94,-6.027,0.0,0.0
0010160771111-02+03,-7.941,-8.005,-6.039,0.0,0.0,0.0
0010160771111-03+03,0.0,0.0,0.0,-7.973,0.0,0.0
0010160771111-04+03,-8.005,0.0,0.0,0.0,0.0,0.0
0010160001111-04+02,-44.824,-30.062,-14.963,-22.828,-30.735,-51.164
0710177001111-04+02,-5.97,-3.05,-5.97,-3.05,-3.0,-3.0
1111110021012+04+04,-38.692,-30.67,-42.344,-44.442,-41.482,-37.63
1111110021012+04+03,-76.321,-59.423,-65.768,-46.97,-95.466,-51.962
1100110121200+03+03,-60.626,-40.225,-34.022,-29.232,-25.098,-23.255
1100110121200+03+04,-15.65,-17.652,-20.667,-17.036,-28.883,-15.373
1100110121200+02+04,-25.222,-22.488,-22.46,-23.827,-26.398,-23.202
1111110021012+03+04,-76.775,-63.269,-63.768,-46.855,-78.179,-53.1
1111100200120+04+02,-65.197,-31.398,-50.419,-37.774,-51.923,-31.158
1111110021012+04+02,-20.005,-21.409,-21.419,-22.849,-17.753,-23.193
1111110021012+03+02,-62.08,-22.813,-11.391,-22.106,-47.721,-18.82
1100110121200+02+02,-6.338,-0.615,-6.122,-7.878,-6.606,0.0
1100110121200+03+02,-10.642,-10.684,-13.586,-14.124,-17.346,-13.408
1100113121200+01+04,-11.822,-12.088,-15.958,-13.571,-55.438,-12.644
1100113121200+02+04,-18.672,-33.186,-65.026,-24.037,-46.313,-40.96
1100113121200+03+04,-17.053,-17.754,-16.213,-16.461,-16.777,-28.245
1111110021312+04+04,-13.54,-9.775,-20.348,-9.697,-14.517,-17.664
1111100203120+04+03,-13.74,-8.29,-7.0,-7.174,0.0,0.0
1111100206120+04+03,-7.199,-7.448,-3.276,-8.132,0.0,0.0
1111110021612+04+04,-7.27,-7.298,-7.037,-7.524,0.0,0.0
1111110021612+04+03,-28.835,-38.838,-32.819,-39.199,-64.497,-41.173
1111100206120+03+03,-15.856,-21.361,-15.275,-40.242,-30.416,-47.169
1111117021717+03+04,-6.07,-5.97,-5.97,-3.05,-5.97,-5.97
1111200111010+04-04,-24.822,-11.057,-27.134,-34.876,-54.459,-27.551
1111020010100+04-02,-60.477,-37.53,-17.324,-51.131,-54.226,-25.042
1111020010100+04-01,-12.4,-9.909,-21.288,-13.888,-11.28,-13.522
1111020010100+03-01,-6.268,-15.321,-8.41,-6.254,-8.823,-8.177
1111020010100+02-01,-8.124,-5.447,-8.687,-5.276,-5.939,-6.278
1111020010100+02+00,-0.939,-0.575,-7.237,-5.258,-14.29,-6.643
1111020010100+02+01,-5.672,-5.245,-5.347,-6.935,0.0,0.0
1111020010100+03+01,-39.218,-40.581,-47.627,-42.158,-65.939,-40.36
1111020010100+04+01,-14.433,-5.705,-45.174,-12.624,-5.169,-15.156
1111020010100+04+00,-25.7,-17.989,-11.049,-20.667,-11.176,-12.673
1111200111010+04-01,-23.486,-22.409,-24.306,-20.589,-20.347,-21.461
1111200111017+04-02,-0.758,-5.93,-1.502,-1.491,-8.479,-11.412
1111020010100+04-03,-19.226,-12.781,-12.289,-12.512,-12.382,-11.176
1111020010100+03-03,-43.598,-64.847,-37.924,-38.522,-86.199,-27.053
1111020010100+02-03,-1.865,-18.7,-13.862,-20.482,-14.93,-12.077
1111020010100+01-03,-22.294,-19.038,-16.883,-16.941,-16.195,-14.345
1111020010100+00-03,-11.306,-10.559,-7.997,-8.738,-11.653,-7.038
1111020010100+00-02,-19.289,-74.68,-10.728,-30.727,-21.705,-20.036
1111320010100+00-02,-12.114,-14.366,-14.171,-15.339,-14.0,-19.675
1111320010100+00-03,-12.952,-11.924,-7.727,-15.171,-8.089,-16.332
1111320010100+01-03,-27.391,-63.802,-39.013,-30.539,-37.196,-20.49
1111200111010+01-04,-42.492,-48.658,-41.133,-24.567,-60.816,-28.619
1001010110010+00-04,-21.653,-31.975,-19.189,-6.896,-26.84,-13.656
0101000111010-01-04,-25.276,-14.724,-58.761,-30.447,-42.081,-59.46
0010200010100-01-03,-4.118,-7.569,-7.597,-6.68,-24.397,-7.096
2101020001010-01-02,-4.978,-4.512,-4.639,-41.112,0.0,0.0
7101020001010-01-02,-4.996,-0.821,0.0,0.0,0.0,0.0
7101020001010+00-02,-5.006,0.0,0.0,0.0,0.0,0.0
7101020001010+01-02,-5.016,-4.36,0.0,0.0,0.0,0.0
7101020001010+02-02,-5.034,-0.762,0.0,0.0,0.0,0.0
0101020001010+02-01,-5.043,-5.135,-1.965,-1.936,-4.97,0.0
0101020001010+02+00,-5.04,-1.672,-14.839,-5.057,-21.8,0.0
1000010102000+02+00,-5.11,-5.121,-2.866,0.0,0.0,0.0
0101020001310+01+00,-5.17,-5.005,0.0,0.0,0.0,0.0
0101020001310+02+00,-5.185,-5.01,-6.148,0.0,0.0,0.0
0101020001310+02-01,-10.704,-5.21,-20.747,-5.666,0.0,0.0
0010200013100+02-02,-20.956,-5.534,0.0,0.0,0.0,-5.547
1000010102003+03-01,-5.724,0.0,0.0,0.0,0.0,0.0
1000010102006+03-01,0.0,-5.733,0.0,0.0,0.0,0.0
0101020001610+02-01,-5.79,-5.802,-11.624,0.0,0.0,0.0
0010200016100+02-02,-11.741,0.0,0.0,0.0,0.0,0.0
0101027001717+02-01,-3.05,-3.0,0.0,0.0,0.0,0.0
0121000001111-04+01,-32.68,-24.971,-37.17,-45.019,-3.24,-36.602
2012103001111-03+03,-10.6,-5.529,-13.487,-12.994,-12.706,-45.974
2101110301111-03+04,-52.528,-78.627,-36.245,-14.5,-27.39,-27.89
2101110301111-02+04,-5.306,-7.353,-7.421,-4.925,-7.467,-5.406
2101110301111-01+04,-11.596,-7.387,-7.451,-7.329,-14.553,-87.917
2101110301111+00+04,-5.354,-7.417,-7.483,-34.078,-8.731,-7.351
2101110301111+00+03,-61.805,-43.979,-59.372,-38.686,-35.523,-44.987
2101110301111+00+02,-27.276,-20.549,-17.018,-15.6,-17.575,-15.587
2101110331111+00+02,-5.422,-4.914,-5.862,-0.629,-5.412,-5.558
2101110331111+00+03,-5.441,-4.924,-4.689,-4.487,-5.871,-5.61
2101110331111+00+04,-34.64,-22.603,-38.733,-24.535,-63.162,-53.577
0122110121031+01+04,-5.588,-4.975,-11.234,-6.988,-48.261,-26.564
0122110121061+01+04,-16.044,-8.708,-35.828,-7.016,-41.12,-34.933
2101110631111+00+04,-15.069,-16.311,-10.978,-11.008,-34.93,-11.136
0122110171771+01+04,-6.204,-5.99,0.0,0.0,0.0,0.0
0122110171771+00+04,-6.227,0.0,0.0,0.0,0.0,0.0
0122110171771-01+04,-6.251,0.0,0.0,0.0,0.0,0.0
0122110171771-01+03,-6.277,-5.94,0.0,0.0,0.0,0.0
0122110101001-01+02,-16.202,-12.017,-17.798,-22.971,-41.916,-11.324
0122113101001-01+02,-6.392,-6.611,-13.552,-6.774,-6.937,0.0
0122113101001+00+02,-17.15,-15.597,-12.581,-11.669,-18.209,-20.364
0122113101001+01+02,-10.163,-13.184,-8.227,-11.836,-6.518,-6.825
2131110001111+00+02,-19.881,-17.205,-13.177,-14.101,-28.098,-20.205
2310100001111+00+01,-13.313,-7.616,-7.647,-7.676,-0.233,0.0
2161110001111+00+02,-7.059,-7.086,-21.313,-7.444,-7.474,-7.425
2610100001111+00+01,-14.356,-7.423,0.0,0.0,0.0,0.0
2710170001111+00+01,-7.97,-1.74,0.0,0.0,0.0,0.0
4171117001111+00+02,-3.05,0.0,0.0,0.0,0.0,0.0
0010020011111-04-01,-11.797,-19.348,-15.13,-15.605,-11.113,-14.985
0010020011111-04-02,-44.725,-43.359,-27.343,-29.932,-71.972,-17.023
0010020011111-04-03,-11.323,-13.397,-13.021,-22.819,-14.084,-12.106
0010020011111-03-03,-45.049,-101.687,-50.139,-36.592,-95.133,-29.184
0010020011111-02-03,-91.809,-37.262,-29.696,-33.394,-32.527,-26.967
0010020011111-02-02,-0.397,-0.421,-5.22,-6.289,0.0,0.0
0101200111111-03-04,-55.188,-44.554,-30.691,-57.785,-69.145,-25.526
0010020011111-03-01,-9.042,-14.037,-14.074,-22.049,-11.038,-6.493
0101200111111-04-02,-11.983,-46.559,-14.46,-11.905,-39.836,-15.932
0101200111111-04-03,-21.134,-32.179,-47.528,-21.476,-44.728,-35.368
0001010110011-03-03,-22.185,-32.933,-21.15,-19.865,-27.152,48.66
0101200111111-04-04,-28.043,-33.159,-30.895,-26.127,-26.291,-15.13
0010023011111-02-03,-25.541,-34.777,-8.749,-41.837,-15.862,-9.976
0010023011111-02-02,-6.52,-6.544,-6.57,-7.993,-7.213,-26.365
0101230111111-02-04,-6.636,-10.415,-6.851,-9.202,-66.028,-6.636
0101230111111-03-04,-79.682,-50.217,-78.103,-9.504,-26.995,-32.831
0001010113011-02-04,-33.818,-40.604,-18.899,-22.208,-44.926,-27.532
0101260111111-03-04,-47.432,-27.139,-27.309,-33.325,-59.774,-41.904
0001010116011-02-04,-7.326,-7.351,-5.799,-5.814,-13.85,0.0
0101477111111-03-04,-3.0,-3.05,0.0,0.0,0.0,0.0
1111110021010+00+04,-22.594,-23.877,-24.385,-27.571,-23.113,-23.799
1111110021010+00+03,-26.984,-25.975,-26.075,-30.597,-33.142,-30.89
1100110121020-01+03,-81.404,-23.428,-27.263,-25.02,-39.799,-17.856
1100110121020-01+04,2.264,-38.013,-43.163,-16.786,-51.538,-15.22
1100110121020+00+04,-38.247,-42.111,-86.912,-17.952,-37.138,-41.349
0101110201010-01+04,-97.85,-25.594,-103.703,-43.23,-56.694,-77.282
1111110021010+01+04,-93.41,-39.181,-21.633,-49.52,-55.504,-85.523
2010100001111-03+03,-55.531,-34.626,-15.649,-27.288,-55.403,-42.033
2010100001111-02+02,-6.527,-5.424,-6.085,-16.713,-21.958,-12.889
0102110101001+00+02,-78.82,-14.391,-12.728,-13.443,-26.73,-23.132
0102110101001+01+02,-17.087,-49.14,-22.64,-9.211,-16.251,-17.224
0102113101001+00+02,-6.784,-8.06,-5.195,-17.438,0.0,0.0
0102113101001-01+02,-6.82,-6.842,-5.14,-5.21,0.0,0.0
0131110031111-02+02,-6.91,-6.945,-34.562,0.0,0.0,0.0
2310100301111-02+01,-27.983,-6.863,-6.889,-6.915,-20.55,0.0
2310100601111-02+01,-7.629,0.0,0.0,0.0,0.0,0.0
0161110061111-02+02,-7.705,-7.738,-15.514,0.0,0.0,0.0
2610100601111-02+01,-15.672,-7.448,0.0,0.0,0.0,-7.374
0161110771111-02+02,-8.086,0.0,0.0,0.0,0.0,0.0
0161110771111-02+03,-8.118,0.0,0.0,0.0,0.0,0.0
7171117771111-02+04,-3.05,0.0,0.0,0.0,0.0,0.0
1111200111012+04-04,-32.744,-34.713,-29.147,-37.063,-32.432,-33.722
1111200111012+00-03,-53.241,-22.633,-51.871,-28.932,-50.784,-38.898
1111323010100+01-03,-53.667,-35.572,-19.085,-55.979,-31.045,-39.149
1111230111012+01-04,-95.058,-26.704,-82.156,-83.377,-74.167,-95.386
1301010110210+00-04,-70.292,-3.553,-54.701,-40.175,-56.608,-80.588
1111260111012+01-04,-59.535,-67.975,-65.66,-26.611,-77.541,-90.06
1111760111012+01-04,-8.31,-3.592,-8.037,-3.129,-15.778,-8.068
1111760111012+02-04,-0.817,-7.8,-8.068,-3.082,-7.599,0.0
1111760111012+03-04,-0.789,-3.028,0.0,-7.674,0.0,0.0
1111760111012+04-04,-0.785,-7.703,0.0,0.0,0.0,0.0
1111060111012+04-03,-48.212,-5.751,-7.392,-7.289,-12.641,-42.294
1771010110210+03-04,-4.107,-0.553,-7.656,-7.92,0.0,0.0
1771010110210+02-04,-5.769,-5.794,-5.823,-7.97,-15.427,-5.973
1001010110210+02-04,-41.297,-29.781,-30.242,-27.176,-60.864,-9.254
1111000111012+03-04,-40.547,-36.312,-31.288,-36.784,-75.143,-30.127
1001010110210+01-04,-13.108,-13.024,-12.998,-14.107,-56.128,-16.407
1001010110210+00-04,-64.112,-67.531,-30.353,-51.597,-69.896,-31.326
1111000111012+00-04,-11.667,-25.756,-25.762,-23.2,-25.046,-25.327
1111003111012+00-03,-23.458,-23.364,-35.156,-21.205,-20.92,-59.432
1111000310100+00-01,-7.165,-7.769,-7.8,-5.043,-2.902,-22.782
1111030310100+00-01,-7.196,-7.834,-8.179,0.0,0.0,0.0
1111030310100+01-01,-7.23,-7.955,0.0,0.0,0.0,0.0
1111030310100+02-01,-26.49,-21.218,-20.88,-21.247,-28.845,-15.324
1111030610100+02-01,-7.91,-15.35,-7.876,-7.767,-15.56,0.0
1111060610100+02-01,-7.942,-7.974,-8.086,-8.118,-15.876,-8.005
1111067710170+02-01,-3.05,-3.05,0.0,0.0,0.0,0.0
0101110001111+00+04,-29.105,-26.932,-12.863,-27.554,-56.141,-29.464
0101110001111+00+03,-44.579,-53.878,-28.402,-35.34,-56.011,-58.942
0101110001111+00+02,-81.419,-61.915,-18.398,-54.0,-43.586,-71.185
0101110001111+00+01,-43.685,-29.217,-37.958,-31.308,-16.381,-73.122
0102110101001+01+01,-15.471,-15.726,-14.246,-13.537,-31.825,-18.157
0102110101031+01+01,-5.275,-5.334,-0.318,-3.702,0.0,0.0
0102110101031+01+02,-5.29,-0.958,-8.578,-6.881,0.0,0.0
0102110101031+01+03,-19.695,-45.626,-26.139,-19.331,-16.538,-16.911
0101110301111+00+03,-62.727,-33.067,-54.914,-38.403,-92.47,-57.295
0101110221010+02+03,-35.246,-6.722,-50.212,-39.424,-45.489,-37.961
0102110101061+01+03,-12.617,-33.208,-5.944,-7.669,-37.402,-21.385
0101110601111+00+03,-66.927,-61.74,-60.179,-44.98,-45.833,-37.196
0102110101771+01+03,-5.955,-7.97,0.0,0.0,0.0,0.0
0102110101771+01+04,-5.967,-7.92,0.0,0.0,0.0,0.0
0102110101771+00+04,-5.979,-13.791,-2.138,-5.759,-7.841,-7.782
0101110001111-01+04,-36.83,-38.771,-5.799,-34.831,-59.742,-35.532
2101200111111-04-04,-29.475,-38.787,-37.551,-37.729,-37.177,-40.708
0210020011111-03-03,-59.065,-28.868,-73.972,-42.073,-62.673,-28.183
2101200111111-04-03,-58.157,-40.299,-51.476,-46.789,-82.925,-39.837
0210020011111-04-02,-30.349,-23.918,-26.138,-27.323,-76.093,-14.977
0021210110011-03-03,-22.94,-48.107,-24.09,-32.837,-38.937,-20.704
0210023011111-04-02,-15.905,-19.611,-9.29,-70.027,-69.771,-76.419
2101230111111-04-03,-51.285,-48.709,-89.078,-28.114,-53.429,-55.188
2101230111111-04-02,-6.761,-6.863,-7.021,-6.802,-7.293,-7.51
2101230111111-03-02,-6.787,-13.058,-6.836,-6.966,-14.335,-12.663
0021210113011-03-03,-6.987,-7.011,-7.844,-6.303,-60.101,-12.819
2101260111111-04-03,-29.924,-44.771,-48.628,-23.712,-41.368,-47.54
0021210116011-03-03,-7.399,-7.425,-12.617,-11.812,-27.815,-18.466
2101777111111-04-03,-5.97,-6.07,-3.05,-5.97,-5.97,-5.97
2101200111111-04-02,-18.245,-20.389,-15.131,-14.813,-16.356,-20.437
2010020011111-04+00,-17.901,-67.759,-10.376,-13.515,-14.184,-13.701
2010020011111-04+01,-12.864,-11.313,-11.495,-12.743,-18.257,-17.676
2010020011111-03+01,-16.95,-18.101,-13.431,-15.249,-90.773,-16.474
3221010110311-03-01,-90.528,-47.047,-58.655,-101.617,-48.247,-65.315
6221010110311-03-01,-7.778,-7.811,-14.68,-11.455,-16.927,-5.897
6221010110611-03-01,-50.104,-30.941,-30.971,-50.67,-31.047,-37.799
7271010110611-03-01,-8.054,0.0,0.0,0.0,0.0,0.0
7271010110611-03-02,-8.086,0.0,0.0,0.0,0.0,0.0
7271010110611-03-03,-8.118,0.0,0.0,0.0,0.0,0.0
7271017117711-03-04,-3.05,0.0,0.0,0.0,0.0,0.0
0101200111111-04-01,-24.162,-16.04,-22.696,-22.193,-22.284,-23.719
2010020011111-04-01,-3.709,-6.522,-2.688,-10.252,-0.98,-5.004
2010020011111-04-02,-51.91,-40.846,-33.058,-52.06,-71.279,-29.539
2010020011111-04-03,-17.339,-13.443,-14.111,-19.375,-12.159,-12.462
2010020011111-03-03,-21.334,-19.354,-15.751,-18.044,-28.527,-16.293
0101203111111-04-03,-25.262,-37.584,-32.58,-21.071,-31.514,-83.309
2010020311111-04-02,-15.343,-22.513,-22.53,-22.579,-7.06,-25.894
2010020611111-04-02,-0.507,-0.466,-0.423,-8.118,-37.799,0.0
2010020611111-04-01,-0.38,-8.118,0.0,0.0,0.0,0.0
2010020611111-04+00,-52.4,-7.784,-7.815,-15.703,-15.845,-15.402
2010020611111-04+01,-0.292,0.0,0.0,0.0,0.0,0.0
2010020611111-03+01,-23.615,-15.534,-23.257,-23.287,-23.43,-50.902
2010020611111-02+01,-0.198,-5.78,-5.79,-5.802,-22.905,0.0
2017027711111+00+00,0.0,0.0,0.0,-5.05,0.0,0.0
1001010110010+03-03,-26.939,-40.574,-22.753,-27.854,-24.792,-22.315
